* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:48:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 100
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 53.645 -64.7303
20.507813 53.682 -65.4588
20.874023 53.722 -66.1764
21.240234 53.765 -66.8832
21.606445 53.810 -67.5796
21.972656 53.858 -68.2659
22.338867 53.908 -68.9424
22.705078 53.960 -69.6093
23.071289 54.013 -70.2669
23.437500 54.067 -70.9155
23.803711 54.123 -71.5553
24.169922 54.180 -72.1866
24.536133 54.238 -72.8096
24.902344 54.297 -73.4246
25.268555 54.357 -74.0316
25.634766 54.417 -74.6311
26.000977 54.477 -75.2233
26.367188 54.538 -75.8083
26.733399 54.599 -76.3862
27.099610 54.661 -76.9574
27.465821 54.722 -77.5219
27.832032 54.784 -78.0800
28.198243 54.845 -78.6320
28.564454 54.907 -79.1779
28.930665 54.968 -79.7179
29.296876 55.029 -80.2522
29.663087 55.090 -80.7809
30.029298 55.150 -81.3043
30.395509 55.210 -81.8222
30.761720 55.269 -82.3352
31.127931 55.329 -82.8431
31.494142 55.387 -83.3462
31.860353 55.445 -83.8446
32.226563 55.503 -84.3384
32.592774 55.560 -84.8278
32.958985 55.616 -85.3128
33.325196 55.672 -85.7938
33.691407 55.727 -86.2705
34.057618 55.781 -86.7433
34.423829 55.835 -87.2122
34.790040 55.888 -87.6773
35.156251 55.940 -88.1388
35.522462 55.991 -88.5967
35.888673 56.042 -89.0511
36.254884 56.091 -89.5022
36.621095 56.141 -89.9500
36.987306 56.189 -90.3946
37.353517 56.237 -90.8361
37.719728 56.284 -91.2746
38.085939 56.331 -91.7102
38.452150 56.377 -92.1427
38.818361 56.422 -92.5728
39.184572 56.467 -92.9999
39.550783 56.510 -93.4245
39.916994 56.553 -93.8465
40.283205 56.595 -94.2660
40.649416 56.636 -94.6832
41.015627 56.676 -95.0979
41.381838 56.715 -95.5104
41.748049 56.753 -95.9207
42.114260 56.791 -96.3287
42.480471 56.828 -96.7348
42.846682 56.863 -97.1387
43.212893 56.899 -97.5407
43.579103 56.933 -97.9408
43.945314 56.967 -98.3390
44.311525 57.000 -98.7354
44.677736 57.033 -99.1301
45.043947 57.066 -99.5229
45.410158 57.097 -99.9142
45.776369 57.129 -100.3038
46.142580 57.160 -100.6919
46.508791 57.191 -101.0786
46.875002 57.221 -101.4637
47.241213 57.251 -101.8474
47.607424 57.280 -102.2297
47.973635 57.309 -102.6107
48.339846 57.338 -102.9904
48.706057 57.366 -103.3688
49.072268 57.394 -103.7461
49.438479 57.422 -104.1222
49.804690 57.449 -104.4972
50.170901 57.475 -104.8711
50.537112 57.502 -105.2441
50.903323 57.527 -105.6159
51.269534 57.552 -105.9867
51.635745 57.577 -106.3567
52.001956 57.601 -106.7258
52.368167 57.624 -107.0941
52.734378 57.647 -107.4614
53.100589 57.669 -107.8280
53.466800 57.690 -108.1939
53.833011 57.711 -108.5591
54.199222 57.731 -108.9235
54.565432 57.750 -109.2873
54.931643 57.769 -109.6505
55.297854 57.786 -110.0132
55.664065 57.803 -110.3753
56.030276 57.818 -110.7368
56.396487 57.833 -111.0979
56.762698 57.847 -111.4585
57.128909 57.860 -111.8187
57.495120 57.872 -112.1785
57.861331 57.883 -112.5379
58.227542 57.894 -112.8970
58.593753 57.903 -113.2558
58.959964 57.912 -113.6144
59.326175 57.920 -113.9727
59.692386 57.928 -114.3307
60.058597 57.934 -114.6887
60.424808 57.940 -115.0464
60.791019 57.946 -115.4041
61.157230 57.950 -115.7616
61.523441 57.954 -116.1190
61.889652 57.957 -116.4765
62.255863 57.960 -116.8340
62.622074 57.962 -117.1914
62.988285 57.963 -117.5489
63.354496 57.964 -117.9065
63.720707 57.964 -118.2643
64.086918 57.963 -118.6221
64.453129 57.962 -118.9801
64.819340 57.961 -119.3384
65.185551 57.959 -119.6968
65.551762 57.956 -120.0556
65.917972 57.953 -120.4145
66.284183 57.949 -120.7739
66.650394 57.945 -121.1336
67.016605 57.940 -121.4936
67.382816 57.935 -121.8541
67.749027 57.929 -122.2150
68.115238 57.923 -122.5764
68.481449 57.917 -122.9383
68.847660 57.910 -123.3008
69.213871 57.902 -123.6638
69.580082 57.895 -124.0274
69.946293 57.886 -124.3916
70.312504 57.878 -124.7564
70.678715 57.869 -125.1221
71.044926 57.859 -125.4884
71.411137 57.849 -125.8555
71.777348 57.838 -126.2234
72.143559 57.827 -126.5921
72.509770 57.816 -126.9617
72.875981 57.804 -127.3322
73.242192 57.791 -127.7036
73.608403 57.778 -128.0760
73.974614 57.764 -128.4494
74.340825 57.750 -128.8239
74.707036 57.735 -129.1994
75.073247 57.719 -129.5761
75.439458 57.703 -129.9540
75.805669 57.686 -130.3330
76.171880 57.669 -130.7133
76.538091 57.651 -131.0949
76.904301 57.632 -131.4779
77.270512 57.613 -131.8621
77.636723 57.593 -132.2478
78.002934 57.572 -132.6350
78.369145 57.551 -133.0237
78.735356 57.529 -133.4139
79.101567 57.507 -133.8057
79.467778 57.483 -134.1992
79.833989 57.459 -134.5943
80.200200 57.435 -134.9913
80.566411 57.410 -135.3900
80.932622 57.384 -135.7905
81.298833 57.357 -136.1930
81.665044 57.330 -136.5974
82.031255 57.302 -137.0038
82.397466 57.273 -137.4124
82.763677 57.243 -137.8230
83.129888 57.213 -138.2358
83.496099 57.182 -138.6508
83.862310 57.151 -139.0681
84.228521 57.119 -139.4879
84.594732 57.086 -139.9101
84.960943 57.052 -140.3348
85.327154 57.017 -140.7620
85.693365 56.982 -141.1920
86.059576 56.946 -141.6246
86.425787 56.910 -142.0600
86.791998 56.873 -142.4983
87.158209 56.835 -142.9396
87.524420 56.796 -143.3838
87.890631 56.756 -143.8311
88.256841 56.716 -144.2817
88.623052 56.675 -144.7355
88.989263 56.634 -145.1927
89.355474 56.591 -145.6533
89.721685 56.548 -146.1175
90.087896 56.505 -146.5853
90.454107 56.461 -147.0569
90.820318 56.416 -147.5323
91.186529 56.370 -148.0117
91.552740 56.324 -148.4951
91.918951 56.277 -148.9826
92.285162 56.229 -149.4745
92.651373 56.180 -149.9707
93.017584 56.131 -150.4714
93.383795 56.082 -150.9768
93.750006 56.031 -151.4869
94.116217 55.980 -152.0019
94.482428 55.928 -152.5219
94.848639 55.876 -153.0472
95.214850 55.823 -153.5777
95.581061 55.769 -154.1136
95.947272 55.714 -154.6551
96.313483 55.659 -155.2024
96.679694 55.603 -155.7556
97.045905 55.546 -156.3148
97.412116 55.488 -156.8803
97.778327 55.430 -157.4521
98.144538 55.371 -158.0306
98.510749 55.311 -158.6158
98.876960 55.251 -159.2079
99.243170 55.189 -159.8072
99.609381 55.128 -160.4138
99.975592 55.065 -161.0279
100.341803 55.001 -161.6498
100.708014 54.937 -162.2796
101.074225 54.872 -162.9176
101.440436 54.807 -163.5640
101.806647 54.741 -164.2190
102.172858 54.674 -164.8828
102.539069 54.606 -165.5558
102.905280 54.538 -166.2382
103.271491 54.469 -166.9301
103.637702 54.399 -167.6318
104.003913 54.329 -168.3437
104.370124 54.258 -169.0660
104.736335 54.187 -169.7990
105.102546 54.115 -170.5429
105.468757 54.042 -171.2980
105.834968 53.969 -172.0647
106.201179 53.896 -172.8432
106.567390 53.822 -173.6337
106.933601 53.747 -174.4368
107.299812 53.673 -175.2525
107.666023 53.597 -176.0813
108.032234 53.522 -176.9234
108.398445 53.446 -177.7793
108.764656 53.370 -178.6489
109.130867 53.294 -179.5332
109.497078 53.217 179.5682
109.863289 53.141 178.6545
110.229500 53.064 177.7257
110.595710 52.988 176.7814
110.961921 52.912 175.8211
111.328132 52.835 174.8447
111.694343 52.760 173.8520
112.060554 52.684 172.8426
112.426765 52.609 171.8162
112.792976 52.534 170.7727
113.159187 52.460 169.7117
113.525398 52.386 168.6331
113.891609 52.314 167.5368
114.257820 52.242 166.4225
114.624031 52.171 165.2901
114.990242 52.102 164.1396
115.356453 52.033 162.9708
115.722664 51.966 161.7837
116.088875 51.900 160.5784
116.455086 51.836 159.3549
116.821297 51.774 158.1133
117.187508 51.714 156.8538
117.553719 51.655 155.5765
117.919930 51.599 154.2817
118.286141 51.545 152.9699
118.652352 51.494 151.6412
119.018563 51.445 150.2961
119.384774 51.398 148.9352
119.750985 51.355 147.5591
120.117196 51.314 146.1682
120.483407 51.277 144.7635
120.849618 51.243 143.3455
121.215829 51.212 141.9152
121.582040 51.185 140.4732
121.948250 51.161 139.0209
122.314461 51.141 137.5590
122.680672 51.125 136.0884
123.046883 51.112 134.6104
123.413094 51.104 133.1261
123.779305 51.099 131.6368
124.145516 51.098 130.1435
124.511727 51.102 128.6476
124.877938 51.109 127.1501
125.244149 51.121 125.6523
125.610360 51.136 124.1558
125.976571 51.156 122.6614
126.342782 51.179 121.1705
126.708993 51.207 119.6842
127.075204 51.238 118.2040
127.441415 51.274 116.7305
127.807626 51.313 115.2654
128.173837 51.356 113.8094
128.540048 51.402 112.3636
128.906259 51.452 110.9289
129.272470 51.506 109.5063
129.638681 51.562 108.0966
130.004892 51.622 106.7006
130.371103 51.685 105.3190
130.737314 51.750 103.9523
131.103525 51.819 102.6014
131.469736 51.890 101.2666
131.835947 51.964 99.9482
132.202158 52.039 98.6470
132.568369 52.118 97.3632
132.934579 52.198 96.0970
133.300790 52.280 94.8484
133.667001 52.364 93.6179
134.033212 52.450 92.4055
134.399423 52.537 91.2114
134.765634 52.626 90.0355
135.131845 52.716 88.8777
135.498056 52.807 87.7380
135.864267 52.899 86.6165
136.230478 52.992 85.5128
136.596689 53.086 84.4270
136.962900 53.181 83.3588
137.329111 53.277 82.3080
137.695322 53.373 81.2744
138.061533 53.469 80.2577
138.427744 53.566 79.2579
138.793955 53.663 78.2743
139.160166 53.761 77.3071
139.526377 53.859 76.3556
139.892588 53.956 75.4196
140.258799 54.054 74.4991
140.625010 54.152 73.5934
140.991221 54.250 72.7025
141.357432 54.347 71.8258
141.723643 54.445 70.9632
142.089854 54.542 70.1143
142.456065 54.639 69.2787
142.822276 54.736 68.4564
143.188487 54.832 67.6468
143.554698 54.928 66.8495
143.920909 55.023 66.0645
144.287119 55.118 65.2914
144.653330 55.213 64.5298
145.019541 55.307 63.7793
145.385752 55.400 63.0402
145.751963 55.493 62.3114
146.118174 55.586 61.5932
146.484385 55.678 60.8851
146.850596 55.769 60.1869
147.216807 55.860 59.4984
147.583018 55.950 58.8192
147.949229 56.039 58.1491
148.315440 56.128 57.4879
148.681651 56.216 56.8354
149.047862 56.303 56.1912
149.414073 56.390 55.5552
149.780284 56.476 54.9273
150.146495 56.561 54.3070
150.512706 56.645 53.6943
150.878917 56.729 53.0889
151.245128 56.812 52.4907
151.611339 56.895 51.8994
151.977550 56.976 51.3149
152.343761 57.057 50.7369
152.709972 57.138 50.1654
153.076183 57.217 49.6001
153.442394 57.296 49.0407
153.808605 57.374 48.4874
154.174816 57.451 47.9398
154.541027 57.528 47.3977
154.907238 57.604 46.8611
155.273448 57.679 46.3297
155.639659 57.753 45.8035
156.005870 57.827 45.2824
156.372081 57.900 44.7660
156.738292 57.972 44.2545
157.104503 58.044 43.7475
157.470714 58.114 43.2450
157.836925 58.185 42.7469
158.203136 58.254 42.2530
158.569347 58.323 41.7634
158.935558 58.391 41.2776
159.301769 58.458 40.7959
159.667980 58.525 40.3179
160.034191 58.591 39.8437
160.400402 58.656 39.3731
160.766613 58.720 38.9060
161.132824 58.784 38.4423
161.499035 58.848 37.9820
161.865246 58.910 37.5249
162.231457 58.972 37.0710
162.597668 59.033 36.6201
162.963879 59.094 36.1723
163.330090 59.154 35.7273
163.696301 59.213 35.2852
164.062512 59.272 34.8458
164.428723 59.330 34.4091
164.794934 59.387 33.9751
165.161145 59.443 33.5435
165.527356 59.499 33.1145
165.893567 59.555 32.6878
166.259778 59.610 32.2635
