* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:46:18
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 70
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 48.582 141.3089
20.507813 48.534 140.6082
20.874023 48.490 139.9081
21.240234 48.450 139.2077
21.606445 48.412 138.5071
21.972656 48.378 137.8071
22.338867 48.347 137.1075
22.705078 48.318 136.4075
23.071289 48.292 135.7075
23.437500 48.268 135.0081
23.803711 48.246 134.3089
24.169922 48.226 133.6099
24.536133 48.207 132.9107
24.902344 48.191 132.2121
25.268555 48.176 131.5131
25.634766 48.162 130.8147
26.000977 48.150 130.1161
26.367188 48.138 129.4181
26.733399 48.128 128.7199
27.099610 48.119 128.0222
27.465821 48.111 127.3245
27.832032 48.104 126.6266
28.198243 48.097 125.9296
28.564454 48.092 125.2323
28.930665 48.087 124.5349
29.296876 48.082 123.8384
29.663087 48.079 123.1414
30.029298 48.075 122.4451
30.395509 48.072 121.7486
30.761720 48.070 121.0525
31.127931 48.068 120.3565
31.494142 48.066 119.6606
31.860353 48.064 118.9646
32.226563 48.063 118.2691
32.592774 48.062 117.5741
32.958985 48.061 116.8788
33.325196 48.061 116.1832
33.691407 48.060 115.4886
34.057618 48.060 114.7942
34.423829 48.059 114.0995
34.790040 48.059 113.4052
35.156251 48.059 112.7111
35.522462 48.058 112.0166
35.888673 48.058 111.3231
36.254884 48.057 110.6289
36.621095 48.057 109.9359
36.987306 48.057 109.2420
37.353517 48.057 108.5491
37.719728 48.057 107.8561
38.085939 48.057 107.1630
38.452150 48.058 106.4707
38.818361 48.058 105.7775
39.184572 48.058 105.0855
39.550783 48.058 104.3928
39.916994 48.058 103.7009
40.283205 48.058 103.0084
40.649416 48.058 102.3168
41.015627 48.057 101.6251
41.381838 48.057 100.9335
41.748049 48.056 100.2424
42.114260 48.055 99.5507
42.480471 48.054 98.8598
42.846682 48.053 98.1689
43.212893 48.051 97.4778
43.579103 48.050 96.7874
43.945314 48.049 96.0964
44.311525 48.048 95.4061
44.677736 48.047 94.7156
45.043947 48.046 94.0252
45.410158 48.045 93.3353
45.776369 48.045 92.6453
46.142580 48.045 91.9552
46.508791 48.045 91.2656
46.875002 48.046 90.5759
47.241213 48.046 89.8865
47.607424 48.047 89.1969
47.973635 48.048 88.5072
48.339846 48.050 87.8185
48.706057 48.051 87.1292
49.072268 48.053 86.4398
49.438479 48.055 85.7510
49.804690 48.058 85.0618
50.170901 48.060 84.3729
50.537112 48.063 83.6844
50.903323 48.065 82.9957
51.269534 48.068 82.3069
51.635745 48.071 81.6180
52.001956 48.073 80.9300
52.368167 48.076 80.2410
52.734378 48.079 79.5528
53.100589 48.082 78.8642
53.466800 48.084 78.1754
53.833011 48.087 77.4873
54.199222 48.089 76.7993
54.565432 48.091 76.1112
54.931643 48.093 75.4224
55.297854 48.095 74.7342
55.664065 48.096 74.0463
56.030276 48.097 73.3577
56.396487 48.098 72.6696
56.762698 48.098 71.9810
57.128909 48.098 71.2929
57.495120 48.098 70.6044
57.861331 48.097 69.9166
58.227542 48.097 69.2283
58.593753 48.096 68.5396
58.959964 48.094 67.8513
59.326175 48.093 67.1627
59.692386 48.091 66.4741
60.058597 48.090 65.7856
60.424808 48.088 65.0969
60.791019 48.086 64.4083
61.157230 48.084 63.7194
61.523441 48.081 63.0307
61.889652 48.079 62.3416
62.255863 48.076 61.6519
62.622074 48.074 60.9634
62.988285 48.071 60.2739
63.354496 48.069 59.5843
63.720707 48.066 58.8951
64.086918 48.063 58.2052
64.453129 48.060 57.5152
64.819340 48.057 56.8253
65.185551 48.054 56.1349
65.551762 48.052 55.4449
65.917972 48.049 54.7544
66.284183 48.046 54.0637
66.650394 48.044 53.3726
67.016605 48.041 52.6819
67.382816 48.039 51.9906
67.749027 48.036 51.2988
68.115238 48.034 50.6073
68.481449 48.032 49.9149
68.847660 48.030 49.2228
69.213871 48.028 48.5305
69.580082 48.026 47.8375
69.946293 48.025 47.1444
70.312504 48.023 46.4511
70.678715 48.022 45.7577
71.044926 48.021 45.0640
71.411137 48.020 44.3700
71.777348 48.018 43.6755
72.143559 48.017 42.9804
72.509770 48.016 42.2856
72.875981 48.015 41.5900
73.242192 48.015 40.8942
73.608403 48.014 40.1980
73.974614 48.013 39.5012
74.340825 48.012 38.8049
74.707036 48.011 38.1072
75.073247 48.010 37.4092
75.439458 48.009 36.7113
75.805669 48.008 36.0127
76.171880 48.007 35.3136
76.538091 48.006 34.6140
76.904301 48.005 33.9144
77.270512 48.003 33.2139
77.636723 48.002 32.5133
78.002934 48.001 31.8123
78.369145 48.000 31.1102
78.735356 47.998 30.4080
79.101567 47.997 29.7048
79.467778 47.995 29.0013
79.833989 47.994 28.2972
80.200200 47.992 27.5933
80.566411 47.990 26.8876
80.932622 47.989 26.1820
81.298833 47.987 25.4760
81.665044 47.985 24.7691
82.031255 47.983 24.0617
82.397466 47.981 23.3534
82.763677 47.979 22.6446
83.129888 47.977 21.9353
83.496099 47.975 21.2256
83.862310 47.972 20.5145
84.228521 47.970 19.8033
84.594732 47.968 19.0908
84.960943 47.965 18.3781
85.327154 47.963 17.6646
85.693365 47.960 16.9500
86.059576 47.958 16.2356
86.425787 47.955 15.5196
86.791998 47.952 14.8029
87.158209 47.950 14.0858
87.524420 47.947 13.3675
87.890631 47.944 12.6486
88.256841 47.942 11.9285
88.623052 47.939 11.2082
88.989263 47.936 10.4863
89.355474 47.933 9.7640
89.721685 47.931 9.0408
90.087896 47.928 8.3167
90.454107 47.926 7.5919
90.820318 47.923 6.8660
91.186529 47.921 6.1392
91.552740 47.918 5.4111
91.918951 47.916 4.6827
92.285162 47.913 3.9527
92.651373 47.911 3.2219
93.017584 47.909 2.4907
93.383795 47.907 1.7575
93.750006 47.905 1.0241
94.116217 47.903 0.2891
94.482428 47.901 -0.4467
94.848639 47.900 -1.1832
95.214850 47.898 -1.9214
95.581061 47.896 -2.6605
95.947272 47.895 -3.4004
96.313483 47.893 -4.1415
96.679694 47.892 -4.8837
97.045905 47.890 -5.6273
97.412116 47.889 -6.3715
97.778327 47.888 -7.1169
98.144538 47.887 -7.8639
98.510749 47.885 -8.6118
98.876960 47.884 -9.3608
99.243170 47.883 -10.1112
99.609381 47.882 -10.8628
99.975592 47.881 -11.6155
100.341803 47.880 -12.3696
100.708014 47.880 -13.1244
101.074225 47.879 -13.8808
101.440436 47.878 -14.6387
101.806647 47.878 -15.3971
102.172858 47.877 -16.1572
102.539069 47.876 -16.9187
102.905280 47.876 -17.6814
103.271491 47.876 -18.4455
103.637702 47.875 -19.2108
104.003913 47.875 -19.9772
104.370124 47.875 -20.7453
104.736335 47.875 -21.5142
105.102546 47.875 -22.2849
105.468757 47.875 -23.0566
105.834968 47.875 -23.8297
106.201179 47.875 -24.6041
106.567390 47.876 -25.3794
106.933601 47.876 -26.1568
107.299812 47.877 -26.9354
107.666023 47.877 -27.7150
108.032234 47.878 -28.4963
108.398445 47.879 -29.2791
108.764656 47.880 -30.0628
109.130867 47.881 -30.8479
109.497078 47.882 -31.6343
109.863289 47.884 -32.4226
110.229500 47.885 -33.2118
110.595710 47.887 -34.0020
110.961921 47.889 -34.7941
111.328132 47.890 -35.5874
111.694343 47.893 -36.3822
112.060554 47.895 -37.1783
112.426765 47.897 -37.9752
112.792976 47.899 -38.7740
113.159187 47.902 -39.5744
113.525398 47.905 -40.3751
113.891609 47.908 -41.1780
114.257820 47.911 -41.9820
114.624031 47.914 -42.7870
114.990242 47.918 -43.5931
115.356453 47.921 -44.4012
115.722664 47.925 -45.2100
116.088875 47.929 -46.0203
116.455086 47.934 -46.8316
116.821297 47.938 -47.6442
117.187508 47.943 -48.4583
117.553719 47.948 -49.2734
117.919930 47.953 -50.0897
118.286141 47.958 -50.9070
118.652352 47.964 -51.7257
119.018563 47.970 -52.5454
119.384774 47.976 -53.3661
119.750985 47.982 -54.1877
120.117196 47.989 -55.0107
120.483407 47.996 -55.8350
120.849618 48.003 -56.6599
121.215829 48.011 -57.4860
121.582040 48.019 -58.3130
121.948250 48.027 -59.1407
122.314461 48.035 -59.9691
122.680672 48.044 -60.7986
123.046883 48.053 -61.6295
123.413094 48.063 -62.4609
123.779305 48.072 -63.2929
124.145516 48.082 -64.1259
124.511727 48.093 -64.9593
124.877938 48.104 -65.7944
125.244149 48.115 -66.6289
125.610360 48.126 -67.4646
125.976571 48.138 -68.3012
126.342782 48.150 -69.1379
126.708993 48.163 -69.9750
127.075204 48.176 -70.8133
127.441415 48.189 -71.6515
127.807626 48.202 -72.4903
128.173837 48.216 -73.3291
128.540048 48.231 -74.1688
128.906259 48.245 -75.0088
129.272470 48.261 -75.8486
129.638681 48.276 -76.6888
130.004892 48.292 -77.5290
130.371103 48.308 -78.3702
130.737314 48.325 -79.2107
131.103525 48.342 -80.0510
131.469736 48.360 -80.8919
131.835947 48.378 -81.7324
132.202158 48.396 -82.5732
132.568369 48.415 -83.4130
132.934579 48.434 -84.2536
133.300790 48.453 -85.0932
133.667001 48.473 -85.9326
134.033212 48.494 -86.7721
134.399423 48.515 -87.6109
134.765634 48.536 -88.4495
135.131845 48.558 -89.2874
135.498056 48.580 -90.1254
135.864267 48.602 -90.9619
136.230478 48.625 -91.7986
136.596689 48.649 -92.6341
136.962900 48.672 -93.4689
137.329111 48.697 -94.3033
137.695322 48.721 -95.1363
138.061533 48.746 -95.9688
138.427744 48.772 -96.8000
138.793955 48.798 -97.6306
139.160166 48.824 -98.4607
139.526377 48.851 -99.2887
139.892588 48.878 -100.1159
140.258799 48.906 -100.9422
140.625010 48.934 -101.7672
140.991221 48.963 -102.5909
141.357432 48.992 -103.4135
141.723643 49.021 -104.2346
142.089854 49.051 -105.0540
142.456065 49.081 -105.8721
142.822276 49.111 -106.6887
143.188487 49.142 -107.5041
143.554698 49.174 -108.3175
143.920909 49.205 -109.1297
144.287119 49.238 -109.9398
144.653330 49.270 -110.7482
145.019541 49.303 -111.5550
145.385752 49.336 -112.3600
145.751963 49.370 -113.1633
146.118174 49.404 -113.9644
146.484385 49.439 -114.7641
146.850596 49.473 -115.5614
147.216807 49.509 -116.3564
147.583018 49.544 -117.1499
147.949229 49.580 -117.9412
148.315440 49.616 -118.7303
148.681651 49.653 -119.5176
149.047862 49.690 -120.3027
149.414073 49.727 -121.0857
149.780284 49.765 -121.8661
150.146495 49.802 -122.6440
150.512706 49.841 -123.4198
150.878917 49.879 -124.1930
151.245128 49.918 -124.9643
151.611339 49.957 -125.7332
151.977550 49.997 -126.4994
152.343761 50.036 -127.2637
152.709972 50.076 -128.0248
153.076183 50.117 -128.7837
153.442394 50.157 -129.5403
153.808605 50.198 -130.2941
154.174816 50.239 -131.0454
154.541027 50.281 -131.7944
154.907238 50.322 -132.5399
155.273448 50.364 -133.2837
155.639659 50.406 -134.0244
156.005870 50.449 -134.7628
156.372081 50.491 -135.4983
156.738292 50.534 -136.2306
157.104503 50.577 -136.9607
157.470714 50.620 -137.6879
157.836925 50.664 -138.4126
158.203136 50.708 -139.1345
158.569347 50.752 -139.8534
158.935558 50.796 -140.5695
159.301769 50.840 -141.2831
159.667980 50.885 -141.9936
160.034191 50.929 -142.7016
160.400402 50.974 -143.4066
160.766613 51.019 -144.1086
161.132824 51.064 -144.8078
161.499035 51.110 -145.5043
161.865246 51.155 -146.1980
162.231457 51.201 -146.8884
162.597668 51.247 -147.5765
162.963879 51.293 -148.2613
163.330090 51.339 -148.9433
163.696301 51.385 -149.6227
164.062512 51.432 -150.2991
164.428723 51.478 -150.9725
164.794934 51.525 -151.6429
165.161145 51.571 -152.3105
165.527356 51.618 -152.9754
165.893567 51.665 -153.6374
166.259778 51.712 -154.2964
166.625988 51.759 -154.9525
166.992199 51.806 -155.6057
167.358410 51.853 -156.2561
