* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:51:58
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 140
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 50.283 -39.7900
20.507813 50.236 -40.5129
20.874023 50.191 -41.2360
21.240234 50.151 -41.9589
21.606445 50.113 -42.6818
21.972656 50.079 -43.4047
22.338867 50.048 -44.1276
22.705078 50.019 -44.8505
23.071289 49.992 -45.5733
23.437500 49.968 -46.2961
23.803711 49.946 -47.0190
24.169922 49.925 -47.7417
24.536133 49.907 -48.4644
24.902344 49.890 -49.1872
25.268555 49.875 -49.9100
25.634766 49.861 -50.6326
26.000977 49.848 -51.3553
26.367188 49.837 -52.0780
26.733399 49.827 -52.8006
27.099610 49.818 -53.5233
27.465821 49.810 -54.2458
27.832032 49.802 -54.9684
28.198243 49.796 -55.6910
28.564454 49.790 -56.4135
28.930665 49.785 -57.1361
29.296876 49.781 -57.8585
29.663087 49.777 -58.5811
30.029298 49.774 -59.3035
30.395509 49.771 -60.0260
30.761720 49.768 -60.7484
31.127931 49.766 -61.4708
31.494142 49.764 -62.1933
31.860353 49.763 -62.9156
32.226563 49.762 -63.6380
32.592774 49.761 -64.3605
32.958985 49.760 -65.0828
33.325196 49.760 -65.8051
33.691407 49.760 -66.5274
34.057618 49.759 -67.2497
34.423829 49.759 -67.9720
34.790040 49.759 -68.6943
35.156251 49.759 -69.4166
35.522462 49.759 -70.1389
35.888673 49.759 -70.8610
36.254884 49.759 -71.5833
36.621095 49.759 -72.3055
36.987306 49.760 -73.0277
37.353517 49.760 -73.7499
37.719728 49.761 -74.4721
38.085939 49.762 -75.1943
38.452150 49.762 -75.9165
38.818361 49.763 -76.6387
39.184572 49.764 -77.3608
39.550783 49.765 -78.0830
39.916994 49.766 -78.8051
40.283205 49.766 -79.5272
40.649416 49.767 -80.2493
41.015627 49.767 -80.9714
41.381838 49.767 -81.6936
41.748049 49.767 -82.4157
42.114260 49.767 -83.1378
42.480471 49.767 -83.8598
42.846682 49.766 -84.5820
43.212893 49.766 -85.3041
43.579103 49.766 -86.0262
43.945314 49.766 -86.7483
44.311525 49.766 -87.4704
44.677736 49.766 -88.1925
45.043947 49.767 -88.9145
45.410158 49.767 -89.6366
45.776369 49.768 -90.3586
46.142580 49.770 -91.0808
46.508791 49.771 -91.8028
46.875002 49.773 -92.5249
47.241213 49.775 -93.2469
47.607424 49.778 -93.9690
47.973635 49.781 -94.6910
48.339846 49.784 -95.4131
48.706057 49.787 -96.1351
49.072268 49.791 -96.8572
49.438479 49.795 -97.5793
49.804690 49.799 -98.3013
50.170901 49.803 -99.0234
50.537112 49.808 -99.7455
50.903323 49.812 -100.4675
51.269534 49.817 -101.1896
51.635745 49.822 -101.9116
52.001956 49.827 -102.6337
52.368167 49.832 -103.3557
52.734378 49.837 -104.0778
53.100589 49.842 -104.7999
53.466800 49.848 -105.5219
53.833011 49.853 -106.2439
54.199222 49.858 -106.9660
54.565432 49.863 -107.6880
54.931643 49.867 -108.4100
55.297854 49.872 -109.1321
55.664065 49.876 -109.8541
56.030276 49.880 -110.5761
56.396487 49.883 -111.2981
56.762698 49.887 -112.0201
57.128909 49.890 -112.7421
57.495120 49.893 -113.4641
57.861331 49.896 -114.1860
58.227542 49.898 -114.9080
58.593753 49.901 -115.6299
58.959964 49.903 -116.3519
59.326175 49.905 -117.0738
59.692386 49.907 -117.7956
60.058597 49.909 -118.5176
60.424808 49.911 -119.2394
60.791019 49.913 -119.9613
61.157230 49.915 -120.6831
61.523441 49.917 -121.4050
61.889652 49.919 -122.1267
62.255863 49.920 -122.8485
62.622074 49.922 -123.5702
62.988285 49.924 -124.2920
63.354496 49.926 -125.0137
63.720707 49.928 -125.7353
64.086918 49.929 -126.4569
64.453129 49.931 -127.1785
64.819340 49.933 -127.9000
65.185551 49.935 -128.6215
65.551762 49.938 -129.3431
65.917972 49.940 -130.0645
66.284183 49.943 -130.7858
66.650394 49.945 -131.5072
67.016605 49.948 -132.2285
67.382816 49.951 -132.9497
67.749027 49.954 -133.6709
68.115238 49.958 -134.3921
68.481449 49.961 -135.1132
68.847660 49.965 -135.8342
69.213871 49.969 -136.5551
69.580082 49.974 -137.2761
69.946293 49.978 -137.9969
70.312504 49.983 -138.7177
70.678715 49.988 -139.4383
71.044926 49.993 -140.1589
71.411137 49.998 -140.8794
71.777348 50.004 -141.5998
72.143559 50.010 -142.3202
72.509770 50.015 -143.0405
72.875981 50.021 -143.7607
73.242192 50.027 -144.4807
73.608403 50.034 -145.2006
73.974614 50.040 -145.9205
74.340825 50.046 -146.6404
74.707036 50.053 -147.3600
75.073247 50.059 -148.0795
75.439458 50.066 -148.7989
75.805669 50.073 -149.5182
76.171880 50.079 -150.2373
76.538091 50.086 -150.9563
76.904301 50.093 -151.6752
77.270512 50.100 -152.3940
77.636723 50.107 -153.1126
78.002934 50.114 -153.8310
78.369145 50.121 -154.5494
78.735356 50.128 -155.2675
79.101567 50.135 -155.9855
79.467778 50.142 -156.7033
79.833989 50.149 -157.4210
80.200200 50.157 -158.1385
80.566411 50.164 -158.8558
80.932622 50.171 -159.5729
81.298833 50.179 -160.2898
81.665044 50.186 -161.0066
82.031255 50.193 -161.7231
82.397466 50.201 -162.4394
82.763677 50.208 -163.1555
83.129888 50.216 -163.8714
83.496099 50.223 -164.5871
83.862310 50.231 -165.3025
84.228521 50.239 -166.0178
84.594732 50.246 -166.7328
84.960943 50.254 -167.4475
85.327154 50.262 -168.1619
85.693365 50.269 -168.8762
86.059576 50.277 -169.5902
86.425787 50.285 -170.3039
86.791998 50.293 -171.0173
87.158209 50.301 -171.7305
87.524420 50.309 -172.4434
87.890631 50.317 -173.1559
88.256841 50.325 -173.8682
88.623052 50.333 -174.5802
88.989263 50.341 -175.2919
89.355474 50.350 -176.0032
89.721685 50.358 -176.7142
90.087896 50.367 -177.4250
90.454107 50.375 -178.1354
90.820318 50.384 -178.8454
91.186529 50.393 -179.5550
91.552740 50.402 179.7356
91.918951 50.411 179.0266
92.285162 50.421 178.3180
92.651373 50.430 177.6098
93.017584 50.440 176.9019
93.383795 50.449 176.1944
93.750006 50.459 175.4873
94.116217 50.469 174.7806
94.482428 50.479 174.0744
94.848639 50.489 173.3685
95.214850 50.500 172.6631
95.581061 50.510 171.9581
95.947272 50.521 171.2535
96.313483 50.531 170.5493
96.679694 50.542 169.8457
97.045905 50.553 169.1424
97.412116 50.564 168.4396
97.778327 50.574 167.7372
98.144538 50.585 167.0355
98.510749 50.596 166.3341
98.876960 50.608 165.6332
99.243170 50.619 164.9329
99.609381 50.630 164.2330
99.975592 50.641 163.5338
100.341803 50.653 162.8349
100.708014 50.664 162.1366
101.074225 50.676 161.4388
101.440436 50.687 160.7416
101.806647 50.699 160.0449
102.172858 50.710 159.3488
102.539069 50.722 158.6532
102.905280 50.734 157.9582
103.271491 50.745 157.2638
103.637702 50.757 156.5699
104.003913 50.769 155.8766
104.370124 50.781 155.1840
104.736335 50.792 154.4919
105.102546 50.804 153.8004
105.468757 50.816 153.1096
105.834968 50.828 152.4194
106.201179 50.840 151.7299
106.567390 50.852 151.0409
106.933601 50.864 150.3526
107.299812 50.876 149.6649
107.666023 50.888 148.9780
108.032234 50.900 148.2916
108.398445 50.912 147.6060
108.764656 50.924 146.9210
109.130867 50.936 146.2367
109.497078 50.948 145.5531
109.863289 50.960 144.8702
110.229500 50.972 144.1880
110.595710 50.984 143.5066
110.961921 50.996 142.8258
111.328132 51.008 142.1458
111.694343 51.020 141.4665
112.060554 51.032 140.7880
112.426765 51.044 140.1101
112.792976 51.056 139.4331
113.159187 51.068 138.7568
113.525398 51.079 138.0812
113.891609 51.091 137.4064
114.257820 51.103 136.7324
114.624031 51.115 136.0593
114.990242 51.127 135.3868
115.356453 51.139 134.7152
115.722664 51.150 134.0444
116.088875 51.162 133.3744
116.455086 51.174 132.7051
116.821297 51.185 132.0367
117.187508 51.197 131.3692
117.553719 51.209 130.7025
117.919930 51.220 130.0366
118.286141 51.232 129.3715
118.652352 51.243 128.7073
119.018563 51.255 128.0440
119.384774 51.267 127.3815
119.750985 51.278 126.7199
120.117196 51.289 126.0591
120.483407 51.301 125.3993
120.849618 51.312 124.7403
121.215829 51.324 124.0821
121.582040 51.335 123.4249
121.948250 51.346 122.7686
122.314461 51.358 122.1132
122.680672 51.369 121.4587
123.046883 51.380 120.8051
123.413094 51.392 120.1524
123.779305 51.403 119.5007
124.145516 51.414 118.8498
124.511727 51.425 118.1999
124.877938 51.436 117.5509
125.244149 51.447 116.9029
125.610360 51.458 116.2558
125.976571 51.469 115.6097
126.342782 51.480 114.9645
126.708993 51.491 114.3203
127.075204 51.502 113.6770
127.441415 51.513 113.0347
127.807626 51.524 112.3933
128.173837 51.534 111.7530
128.540048 51.545 111.1136
128.906259 51.556 110.4753
129.272470 51.566 109.8379
129.638681 51.577 109.2014
130.004892 51.587 108.5660
130.371103 51.597 107.9316
130.737314 51.608 107.2982
131.103525 51.618 106.6658
131.469736 51.628 106.0344
131.835947 51.638 105.4040
132.202158 51.648 104.7747
132.568369 51.658 104.1463
132.934579 51.668 103.5190
133.300790 51.678 102.8927
133.667001 51.688 102.2674
134.033212 51.698 101.6432
134.399423 51.708 101.0200
134.765634 51.717 100.3979
135.131845 51.727 99.7767
135.498056 51.736 99.1566
135.864267 51.746 98.5376
136.230478 51.755 97.9197
136.596689 51.764 97.3028
136.962900 51.773 96.6869
137.329111 51.782 96.0721
137.695322 51.791 95.4584
138.061533 51.800 94.8457
138.427744 51.809 94.2341
138.793955 51.818 93.6236
139.160166 51.826 93.0142
139.526377 51.835 92.4058
139.892588 51.843 91.7985
140.258799 51.852 91.1923
140.625010 51.860 90.5872
140.991221 51.868 89.9832
141.357432 51.876 89.3802
141.723643 51.884 88.7783
142.089854 51.892 88.1776
142.456065 51.900 87.5779
142.822276 51.908 86.9794
143.188487 51.915 86.3819
143.554698 51.922 85.7855
143.920909 51.930 85.1903
144.287119 51.937 84.5962
144.653330 51.944 84.0031
145.019541 51.951 83.4112
145.385752 51.958 82.8204
145.751963 51.965 82.2307
146.118174 51.971 81.6421
146.484385 51.978 81.0547
146.850596 51.984 80.4684
147.216807 51.990 79.8832
147.583018 51.996 79.2991
147.949229 52.002 78.7162
148.315440 52.008 78.1343
148.681651 52.014 77.5537
149.047862 52.019 76.9741
149.414073 52.025 76.3957
149.780284 52.030 75.8184
150.146495 52.035 75.2423
150.512706 52.040 74.6673
150.878917 52.044 74.0935
151.245128 52.049 73.5208
151.611339 52.053 72.9492
151.977550 52.058 72.3788
152.343761 52.062 71.8096
152.709972 52.066 71.2416
153.076183 52.069 70.6747
153.442394 52.073 70.1089
153.808605 52.076 69.5443
154.174816 52.080 68.9809
154.541027 52.083 68.4186
154.907238 52.086 67.8575
155.273448 52.088 67.2976
155.639659 52.091 66.7389
156.005870 52.093 66.1813
156.372081 52.095 65.6249
156.738292 52.097 65.0697
157.104503 52.099 64.5157
157.470714 52.101 63.9629
157.836925 52.102 63.4113
158.203136 52.103 62.8608
158.569347 52.104 62.3116
158.935558 52.105 61.7634
159.301769 52.105 61.2166
159.667980 52.106 60.6710
160.034191 52.106 60.1265
160.400402 52.106 59.5833
160.766613 52.106 59.0412
161.132824 52.105 58.5005
161.499035 52.104 57.9609
161.865246 52.103 57.4225
162.231457 52.102 56.8853
162.597668 52.101 56.3495
162.963879 52.099 55.8148
163.330090 52.097 55.2814
163.696301 52.095 54.7491
164.062512 52.093 54.2182
164.428723 52.090 53.6885
164.794934 52.087 53.1601
165.161145 52.084 52.6328
165.527356 52.081 52.1069
165.893567 52.077 51.5822
166.259778 52.073 51.0588
166.625988 52.069 50.5367
166.992199 52.065 50.0159
167.358410 52.060 49.4963
