* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:45:03
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 60
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 48.119 -43.0467
20.507813 48.074 -43.8260
20.874023 48.032 -44.6046
21.240234 47.994 -45.3834
21.606445 47.959 -46.1620
21.972656 47.927 -46.9401
22.338867 47.898 -47.7180
22.705078 47.872 -48.4958
23.071289 47.848 -49.2739
23.437500 47.827 -50.0513
23.803711 47.807 -50.8278
24.169922 47.790 -51.6055
24.536133 47.774 -52.3830
24.902344 47.760 -53.1595
25.268555 47.748 -53.9353
25.634766 47.736 -54.7121
26.000977 47.727 -55.4881
26.367188 47.718 -56.2639
26.733399 47.711 -57.0396
27.099610 47.705 -57.8155
27.465821 47.700 -58.5907
27.832032 47.696 -59.3659
28.198243 47.692 -60.1406
28.564454 47.690 -60.9159
28.930665 47.688 -61.6902
29.296876 47.687 -62.4648
29.663087 47.686 -63.2387
30.029298 47.686 -64.0126
30.395509 47.686 -64.7868
30.761720 47.687 -65.5605
31.127931 47.688 -66.3339
31.494142 47.690 -67.1072
31.860353 47.692 -67.8797
32.226563 47.694 -68.6529
32.592774 47.696 -69.4255
32.958985 47.699 -70.1977
33.325196 47.702 -70.9703
33.691407 47.705 -71.7426
34.057618 47.708 -72.5139
34.423829 47.712 -73.2857
34.790040 47.715 -74.0577
35.156251 47.718 -74.8287
35.522462 47.722 -75.5996
35.888673 47.725 -76.3704
36.254884 47.729 -77.1416
36.621095 47.733 -77.9121
36.987306 47.737 -78.6825
37.353517 47.741 -79.4522
37.719728 47.745 -80.2225
38.085939 47.750 -80.9926
38.452150 47.754 -81.7618
38.818361 47.759 -82.5319
39.184572 47.763 -83.3008
39.550783 47.767 -84.0698
39.916994 47.772 -84.8393
40.283205 47.776 -85.6077
40.649416 47.780 -86.3765
41.015627 47.784 -87.1449
41.381838 47.788 -87.9133
41.748049 47.792 -88.6813
42.114260 47.796 -89.4490
42.480471 47.799 -90.2168
42.846682 47.803 -90.9847
43.212893 47.807 -91.7528
43.579103 47.810 -92.5197
43.945314 47.814 -93.2871
44.311525 47.818 -94.0539
44.677736 47.822 -94.8203
45.043947 47.826 -95.5875
45.410158 47.831 -96.3540
45.776369 47.836 -97.1208
46.142580 47.841 -97.8867
46.508791 47.847 -98.6530
46.875002 47.853 -99.4193
47.241213 47.859 -100.1847
47.607424 47.865 -100.9509
47.973635 47.872 -101.7162
48.339846 47.879 -102.4819
48.706057 47.886 -103.2473
49.072268 47.894 -104.0122
49.438479 47.902 -104.7776
49.804690 47.910 -105.5419
50.170901 47.919 -106.3077
50.537112 47.927 -107.0724
50.903323 47.936 -107.8366
51.269534 47.945 -108.6010
51.635745 47.954 -109.3654
52.001956 47.963 -110.1298
52.368167 47.972 -110.8935
52.734378 47.981 -111.6576
53.100589 47.991 -112.4218
53.466800 48.000 -113.1856
53.833011 48.009 -113.9486
54.199222 48.018 -114.7125
54.565432 48.027 -115.4757
54.931643 48.036 -116.2395
55.297854 48.045 -117.0023
55.664065 48.053 -117.7659
56.030276 48.061 -118.5285
56.396487 48.069 -119.2910
56.762698 48.077 -120.0540
57.128909 48.084 -120.8166
57.495120 48.091 -121.5793
57.861331 48.098 -122.3418
58.227542 48.105 -123.1042
58.593753 48.112 -123.8666
58.959964 48.118 -124.6288
59.326175 48.125 -125.3903
59.692386 48.131 -126.1525
60.058597 48.138 -126.9142
60.424808 48.144 -127.6761
60.791019 48.150 -128.4373
61.157230 48.156 -129.1994
61.523441 48.162 -129.9603
61.889652 48.169 -130.7216
62.255863 48.175 -131.4836
62.622074 48.181 -132.2437
62.988285 48.187 -133.0047
63.354496 48.193 -133.7659
63.720707 48.199 -134.5265
64.086918 48.206 -135.2868
64.453129 48.212 -136.0475
64.819340 48.218 -136.8081
65.185551 48.225 -137.5682
65.551762 48.232 -138.3275
65.917972 48.239 -139.0880
66.284183 48.246 -139.8484
66.650394 48.253 -140.6079
67.016605 48.260 -141.3676
67.382816 48.268 -142.1273
67.749027 48.275 -142.8865
68.115238 48.283 -143.6455
68.481449 48.292 -144.4049
68.847660 48.300 -145.1643
69.213871 48.309 -145.9232
69.580082 48.318 -146.6812
69.946293 48.327 -147.4397
70.312504 48.336 -148.1986
70.678715 48.346 -148.9565
71.044926 48.356 -149.7148
71.411137 48.366 -150.4725
71.777348 48.376 -151.2307
72.143559 48.386 -151.9884
72.509770 48.397 -152.7456
72.875981 48.407 -153.5024
73.242192 48.418 -154.2602
73.608403 48.429 -155.0166
73.974614 48.440 -155.7736
74.340825 48.452 -156.5298
74.707036 48.463 -157.2867
75.073247 48.474 -158.0426
75.439458 48.486 -158.7984
75.805669 48.497 -159.5539
76.171880 48.509 -160.3098
76.538091 48.521 -161.0654
76.904301 48.532 -161.8199
77.270512 48.544 -162.5747
77.636723 48.556 -163.3298
78.002934 48.568 -164.0843
78.369145 48.580 -164.8378
78.735356 48.592 -165.5917
79.101567 48.604 -166.3452
79.467778 48.617 -167.0992
79.833989 48.629 -167.8518
80.200200 48.641 -168.6047
80.566411 48.654 -169.3571
80.932622 48.666 -170.1093
81.298833 48.679 -170.8614
81.665044 48.691 -171.6127
82.031255 48.704 -172.3645
82.397466 48.716 -173.1159
82.763677 48.729 -173.8665
83.129888 48.742 -174.6162
83.496099 48.755 -175.3666
83.862310 48.768 -176.1161
84.228521 48.781 -176.8653
84.594732 48.794 -177.6143
84.960943 48.807 -178.3634
85.327154 48.820 -179.1114
85.693365 48.833 -179.8597
86.059576 48.846 179.3938
86.425787 48.859 178.6460
86.791998 48.873 177.8995
87.158209 48.886 177.1534
87.524420 48.899 176.4080
87.890631 48.913 175.6622
88.256841 48.927 174.9171
88.623052 48.940 174.1727
88.989263 48.954 173.4290
89.355474 48.968 172.6854
89.721685 48.982 171.9420
90.087896 48.997 171.1992
90.454107 49.011 170.4575
90.820318 49.025 169.7156
91.186529 49.040 168.9747
91.552740 49.055 168.2340
91.918951 49.070 167.4939
92.285162 49.085 166.7544
92.651373 49.100 166.0151
93.017584 49.115 165.2766
93.383795 49.131 164.5394
93.750006 49.147 163.8013
94.116217 49.162 163.0645
94.482428 49.178 162.3287
94.848639 49.194 161.5935
95.214850 49.211 160.8580
95.581061 49.227 160.1235
95.947272 49.243 159.3901
96.313483 49.260 158.6571
96.679694 49.277 157.9245
97.045905 49.293 157.1925
97.412116 49.310 156.4613
97.778327 49.327 155.7314
98.144538 49.344 155.0011
98.510749 49.361 154.2718
98.876960 49.379 153.5440
99.243170 49.396 152.8163
99.609381 49.413 152.0890
99.975592 49.431 151.3626
100.341803 49.448 150.6372
100.708014 49.466 149.9124
101.074225 49.484 149.1888
101.440436 49.501 148.4651
101.806647 49.519 147.7424
102.172858 49.537 147.0214
102.539069 49.555 146.3002
102.905280 49.573 145.5800
103.271491 49.591 144.8606
103.637702 49.609 144.1423
104.003913 49.627 143.4248
104.370124 49.645 142.7078
104.736335 49.663 141.9918
105.102546 49.681 141.2770
105.468757 49.700 140.5626
105.834968 49.718 139.8485
106.201179 49.736 139.1363
106.567390 49.755 138.4249
106.933601 49.773 137.7140
107.299812 49.791 137.0040
107.666023 49.810 136.2948
108.032234 49.828 135.5875
108.398445 49.847 134.8802
108.764656 49.865 134.1741
109.130867 49.883 133.4689
109.497078 49.902 132.7648
109.863289 49.920 132.0612
110.229500 49.939 131.3588
110.595710 49.957 130.6574
110.961921 49.976 129.9576
111.328132 49.994 129.2581
111.694343 50.013 128.5591
112.060554 50.031 127.8616
112.426765 50.050 127.1658
112.792976 50.068 126.4700
113.159187 50.086 125.7756
113.525398 50.105 125.0823
113.891609 50.123 124.3903
114.257820 50.142 123.6987
114.624031 50.160 123.0085
114.990242 50.178 122.3195
115.356453 50.197 121.6318
115.722664 50.215 120.9446
116.088875 50.233 120.2587
116.455086 50.251 119.5736
116.821297 50.269 118.8912
117.187508 50.288 118.2079
117.553719 50.306 117.5262
117.919930 50.324 116.8458
118.286141 50.342 116.1670
118.652352 50.360 115.4886
119.018563 50.378 114.8115
119.384774 50.396 114.1357
119.750985 50.414 113.4609
120.117196 50.432 112.7874
120.483407 50.450 112.1151
120.849618 50.468 111.4438
121.215829 50.486 110.7735
121.582040 50.503 110.1044
121.948250 50.521 109.4367
122.314461 50.539 108.7701
122.680672 50.557 108.1049
123.046883 50.574 107.4406
123.413094 50.592 106.7773
123.779305 50.610 106.1154
124.145516 50.627 105.4550
124.511727 50.645 104.7954
124.877938 50.662 104.1372
125.244149 50.680 103.4804
125.610360 50.697 102.8244
125.976571 50.714 102.1700
126.342782 50.732 101.5165
126.708993 50.749 100.8640
127.075204 50.766 100.2130
127.441415 50.783 99.5639
127.807626 50.800 98.9151
128.173837 50.817 98.2679
128.540048 50.834 97.6223
128.906259 50.851 96.9775
129.272470 50.868 96.3341
129.638681 50.884 95.6915
130.004892 50.901 95.0507
130.371103 50.917 94.4108
130.737314 50.934 93.7727
131.103525 50.950 93.1351
131.469736 50.966 92.4995
131.835947 50.983 91.8650
132.202158 50.999 91.2314
132.568369 51.015 90.5995
132.934579 51.031 89.9680
133.300790 51.047 89.3393
133.667001 51.063 88.7106
134.033212 51.078 88.0836
134.399423 51.094 87.4580
134.765634 51.109 86.8336
135.131845 51.125 86.2103
135.498056 51.140 85.5886
135.864267 51.155 84.9678
136.230478 51.171 84.3491
136.596689 51.186 83.7307
136.962900 51.200 83.1143
137.329111 51.215 82.4994
137.695322 51.230 81.8846
138.061533 51.245 81.2722
138.427744 51.259 80.6604
138.793955 51.274 80.0506
139.160166 51.288 79.4424
139.526377 51.302 78.8345
139.892588 51.316 78.2281
140.258799 51.330 77.6235
140.625010 51.344 77.0199
140.991221 51.358 76.4174
141.357432 51.371 75.8165
141.723643 51.384 75.2171
142.089854 51.398 74.6191
142.456065 51.411 74.0217
142.822276 51.424 73.4259
143.188487 51.437 72.8319
143.554698 51.450 72.2389
143.920909 51.462 71.6476
144.287119 51.475 71.0569
144.653330 51.487 70.4677
145.019541 51.499 69.8804
145.385752 51.511 69.2940
145.751963 51.523 68.7089
146.118174 51.535 68.1255
146.484385 51.546 67.5434
146.850596 51.558 66.9619
147.216807 51.569 66.3820
147.583018 51.580 65.8041
147.949229 51.591 65.2271
148.315440 51.602 64.6515
148.681651 51.612 64.0772
149.047862 51.623 63.5044
149.414073 51.633 62.9330
149.780284 51.643 62.3629
150.146495 51.653 61.7935
150.512706 51.662 61.2262
150.878917 51.672 60.6606
151.245128 51.681 60.0955
151.611339 51.690 59.5320
151.977550 51.699 58.9701
152.343761 51.708 58.4095
152.709972 51.716 57.8498
153.076183 51.724 57.2918
153.442394 51.733 56.7354
153.808605 51.740 56.1804
154.174816 51.748 55.6264
154.541027 51.756 55.0736
154.907238 51.763 54.5230
155.273448 51.770 53.9730
155.639659 51.777 53.4248
156.005870 51.783 52.8779
156.372081 51.789 52.3319
156.738292 51.796 51.7882
157.104503 51.802 51.2451
157.470714 51.807 50.7036
157.836925 51.813 50.1638
158.203136 51.818 49.6249
158.569347 51.823 49.0880
158.935558 51.828 48.5520
159.301769 51.832 48.0176
159.667980 51.836 47.4849
160.034191 51.840 46.9534
160.400402 51.844 46.4232
160.766613 51.848 45.8947
161.132824 51.851 45.3672
161.499035 51.854 44.8417
161.865246 51.857 44.3174
162.231457 51.859 43.7943
162.597668 51.861 43.2729
162.963879 51.863 42.7534
163.330090 51.865 42.2343
163.696301 51.866 41.7173
164.062512 51.867 41.2014
164.428723 51.868 40.6877
164.794934 51.869 40.1747
165.161145 51.869 39.6638
165.527356 51.869 39.1540
165.893567 51.868 38.6460
166.259778 51.868 38.1391
166.625988 51.867 37.6341
166.992199 51.865 37.1308
167.358410 51.864 36.6286
167.724621 51.862 36.1282
