* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:51:02
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 130
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 54.260 -34.6963
20.507813 54.211 -35.3286
20.874023 54.165 -35.9611
21.240234 54.123 -36.5936
21.606445 54.084 -37.2261
21.972656 54.048 -37.8588
22.338867 54.015 -38.4915
22.705078 53.984 -39.1243
23.071289 53.956 -39.7572
23.437500 53.930 -40.3902
23.803711 53.906 -41.0233
24.169922 53.884 -41.6564
24.536133 53.864 -42.2896
24.902344 53.845 -42.9230
25.268555 53.828 -43.5563
25.634766 53.813 -44.1898
26.000977 53.798 -44.8234
26.367188 53.785 -45.4571
26.733399 53.773 -46.0909
27.099610 53.762 -46.7248
27.465821 53.752 -47.3587
27.832032 53.743 -47.9928
28.198243 53.734 -48.6269
28.564454 53.727 -49.2612
28.930665 53.720 -49.8955
29.296876 53.713 -50.5300
29.663087 53.707 -51.1645
30.029298 53.702 -51.7991
30.395509 53.697 -52.4338
30.761720 53.692 -53.0687
31.127931 53.688 -53.7036
31.494142 53.685 -54.3387
31.860353 53.681 -54.9738
32.226563 53.678 -55.6091
32.592774 53.675 -56.2444
32.958985 53.672 -56.8798
33.325196 53.669 -57.5154
33.691407 53.667 -58.1510
34.057618 53.664 -58.7868
34.423829 53.662 -59.4227
34.790040 53.660 -60.0586
35.156251 53.658 -60.6947
35.522462 53.655 -61.3309
35.888673 53.653 -61.9672
36.254884 53.651 -62.6035
36.621095 53.649 -63.2400
36.987306 53.647 -63.8767
37.353517 53.645 -64.5134
37.719728 53.643 -65.1502
38.085939 53.642 -65.7871
38.452150 53.640 -66.4242
38.818361 53.639 -67.0613
39.184572 53.637 -67.6985
39.550783 53.636 -68.3359
39.916994 53.634 -68.9733
40.283205 53.632 -69.6109
40.649416 53.630 -70.2485
41.015627 53.628 -70.8864
41.381838 53.626 -71.5242
41.748049 53.624 -72.1622
42.114260 53.621 -72.8003
42.480471 53.618 -73.4385
42.846682 53.616 -74.0768
43.212893 53.613 -74.7152
43.579103 53.610 -75.3538
43.945314 53.608 -75.9924
44.311525 53.605 -76.6311
44.677736 53.603 -77.2700
45.043947 53.601 -77.9089
45.410158 53.599 -78.5479
45.776369 53.598 -79.1871
46.142580 53.597 -79.8263
46.508791 53.596 -80.4656
46.875002 53.595 -81.1051
47.241213 53.595 -81.7446
47.607424 53.595 -82.3842
47.973635 53.595 -83.0240
48.339846 53.595 -83.6638
48.706057 53.596 -84.3037
49.072268 53.597 -84.9438
49.438479 53.599 -85.5839
49.804690 53.600 -86.2241
50.170901 53.602 -86.8644
50.537112 53.604 -87.5048
50.903323 53.606 -88.1452
51.269534 53.608 -88.7858
51.635745 53.611 -89.4265
52.001956 53.613 -90.0673
52.368167 53.616 -90.7081
52.734378 53.618 -91.3490
53.100589 53.621 -91.9900
53.466800 53.623 -92.6311
53.833011 53.626 -93.2723
54.199222 53.628 -93.9135
54.565432 53.630 -94.5548
54.931643 53.632 -95.1963
55.297854 53.634 -95.8377
55.664065 53.636 -96.4793
56.030276 53.637 -97.1209
56.396487 53.638 -97.7626
56.762698 53.639 -98.4043
57.128909 53.639 -99.0462
57.495120 53.640 -99.6881
57.861331 53.640 -100.3301
58.227542 53.640 -100.9721
58.593753 53.639 -101.6142
58.959964 53.639 -102.2563
59.326175 53.638 -102.8985
59.692386 53.638 -103.5408
60.058597 53.637 -104.1830
60.424808 53.637 -104.8254
60.791019 53.636 -105.4679
61.157230 53.635 -106.1103
61.523441 53.634 -106.7528
61.889652 53.633 -107.3953
62.255863 53.632 -108.0379
62.622074 53.631 -108.6805
62.988285 53.630 -109.3232
63.354496 53.629 -109.9658
63.720707 53.628 -110.6086
64.086918 53.627 -111.2513
64.453129 53.627 -111.8941
64.819340 53.626 -112.5368
65.185551 53.625 -113.1797
65.551762 53.625 -113.8225
65.917972 53.624 -114.4654
66.284183 53.624 -115.1082
66.650394 53.624 -115.7511
67.016605 53.624 -116.3940
67.382816 53.624 -117.0369
67.749027 53.625 -117.6798
68.115238 53.625 -118.3227
68.481449 53.626 -118.9656
68.847660 53.627 -119.6084
69.213871 53.629 -120.2513
69.580082 53.630 -120.8942
69.946293 53.632 -121.5370
70.312504 53.634 -122.1798
70.678715 53.636 -122.8226
71.044926 53.638 -123.4654
71.411137 53.641 -124.1082
71.777348 53.643 -124.7509
72.143559 53.646 -125.3936
72.509770 53.649 -126.0362
72.875981 53.652 -126.6788
73.242192 53.655 -127.3214
73.608403 53.659 -127.9639
73.974614 53.662 -128.6064
74.340825 53.666 -129.2488
74.707036 53.669 -129.8911
75.073247 53.673 -130.5334
75.439458 53.677 -131.1757
75.805669 53.680 -131.8178
76.171880 53.684 -132.4599
76.538091 53.688 -133.1019
76.904301 53.692 -133.7439
77.270512 53.696 -134.3858
77.636723 53.700 -135.0275
78.002934 53.704 -135.6692
78.369145 53.708 -136.3108
78.735356 53.712 -136.9522
79.101567 53.716 -137.5936
79.467778 53.720 -138.2349
79.833989 53.724 -138.8761
80.200200 53.728 -139.5171
80.566411 53.733 -140.1580
80.932622 53.737 -140.7988
81.298833 53.741 -141.4396
81.665044 53.746 -142.0802
82.031255 53.750 -142.7205
82.397466 53.754 -143.3607
82.763677 53.759 -144.0010
83.129888 53.763 -144.6410
83.496099 53.767 -145.2808
83.862310 53.772 -145.9205
84.228521 53.776 -146.5600
84.594732 53.781 -147.1994
84.960943 53.785 -147.8386
85.327154 53.790 -148.4776
85.693365 53.794 -149.1165
86.059576 53.799 -149.7551
86.425787 53.804 -150.3936
86.791998 53.808 -151.0319
87.158209 53.813 -151.6700
87.524420 53.818 -152.3079
87.890631 53.822 -152.9456
88.256841 53.827 -153.5830
88.623052 53.832 -154.2204
88.989263 53.837 -154.8574
89.355474 53.842 -155.4942
89.721685 53.847 -156.1308
90.087896 53.853 -156.7672
90.454107 53.858 -157.4034
90.820318 53.863 -158.0393
91.186529 53.869 -158.6749
91.552740 53.875 -159.3103
91.918951 53.880 -159.9455
92.285162 53.886 -160.5804
92.651373 53.892 -161.2150
93.017584 53.898 -161.8494
93.383795 53.905 -162.4834
93.750006 53.911 -163.1173
94.116217 53.918 -163.7508
94.482428 53.924 -164.3840
94.848639 53.931 -165.0170
95.214850 53.938 -165.6496
95.581061 53.944 -166.2820
95.947272 53.952 -166.9140
96.313483 53.959 -167.5458
96.679694 53.966 -168.1772
97.045905 53.973 -168.8082
97.412116 53.980 -169.4390
97.778327 53.988 -170.0694
98.144538 53.995 -170.6995
98.510749 54.002 -171.3293
98.876960 54.010 -171.9587
99.243170 54.018 -172.5878
99.609381 54.025 -173.2165
99.975592 54.033 -173.8448
100.341803 54.041 -174.4728
100.708014 54.048 -175.1004
101.074225 54.056 -175.7276
101.440436 54.064 -176.3545
101.806647 54.072 -176.9809
102.172858 54.080 -177.6070
102.539069 54.088 -178.2327
102.905280 54.096 -178.8580
103.271491 54.104 -179.4828
103.637702 54.112 179.8927
104.003913 54.120 179.2686
104.370124 54.128 178.6450
104.736335 54.136 178.0218
105.102546 54.144 177.3990
105.468757 54.152 176.7767
105.834968 54.160 176.1548
106.201179 54.168 175.5333
106.567390 54.176 174.9123
106.933601 54.185 174.2917
107.299812 54.193 173.6716
107.666023 54.201 173.0520
108.032234 54.209 172.4328
108.398445 54.217 171.8141
108.764656 54.225 171.1959
109.130867 54.233 170.5782
109.497078 54.242 169.9609
109.863289 54.250 169.3442
110.229500 54.258 168.7279
110.595710 54.266 168.1121
110.961921 54.274 167.4969
111.328132 54.282 166.8821
111.694343 54.291 166.2679
112.060554 54.299 165.6542
112.426765 54.307 165.0410
112.792976 54.315 164.4284
113.159187 54.323 163.8163
113.525398 54.331 163.2047
113.891609 54.339 162.5936
114.257820 54.347 161.9832
114.624031 54.355 161.3732
114.990242 54.363 160.7638
115.356453 54.371 160.1550
115.722664 54.379 159.5468
116.088875 54.387 158.9391
116.455086 54.395 158.3319
116.821297 54.402 157.7254
117.187508 54.410 157.1194
117.553719 54.418 156.5141
117.919930 54.426 155.9093
118.286141 54.434 155.3052
118.652352 54.441 154.7016
119.018563 54.449 154.0986
119.384774 54.457 153.4963
119.750985 54.465 152.8945
120.117196 54.472 152.2934
120.483407 54.480 151.6929
120.849618 54.488 151.0930
121.215829 54.495 150.4938
121.582040 54.503 149.8951
121.948250 54.510 149.2972
122.314461 54.518 148.6998
122.680672 54.526 148.1031
123.046883 54.533 147.5071
123.413094 54.541 146.9117
123.779305 54.548 146.3170
124.145516 54.556 145.7230
124.511727 54.563 145.1296
124.877938 54.571 144.5368
125.244149 54.578 143.9448
125.610360 54.586 143.3534
125.976571 54.593 142.7627
126.342782 54.600 142.1727
126.708993 54.608 141.5834
127.075204 54.615 140.9948
127.441415 54.622 140.4069
127.807626 54.630 139.8196
128.173837 54.637 139.2331
128.540048 54.644 138.6473
128.906259 54.651 138.0622
129.272470 54.659 137.4778
129.638681 54.666 136.8941
130.004892 54.673 136.3112
130.371103 54.680 135.7289
130.737314 54.687 135.1475
131.103525 54.694 134.5667
131.469736 54.701 133.9866
131.835947 54.708 133.4074
132.202158 54.715 132.8288
132.568369 54.721 132.2510
132.934579 54.728 131.6740
133.300790 54.735 131.0977
133.667001 54.742 130.5222
134.033212 54.748 129.9473
134.399423 54.755 129.3733
134.765634 54.762 128.8000
135.131845 54.768 128.2275
135.498056 54.775 127.6558
135.864267 54.781 127.0849
136.230478 54.788 126.5148
136.596689 54.794 125.9454
136.962900 54.800 125.3767
137.329111 54.807 124.8089
137.695322 54.813 124.2419
138.061533 54.819 123.6757
138.427744 54.825 123.1102
138.793955 54.832 122.5455
139.160166 54.838 121.9818
139.526377 54.844 121.4187
139.892588 54.850 120.8564
140.258799 54.855 120.2950
140.625010 54.861 119.7344
140.991221 54.867 119.1746
141.357432 54.873 118.6156
141.723643 54.879 118.0575
142.089854 54.884 117.5002
142.456065 54.890 116.9436
142.822276 54.895 116.3879
143.188487 54.901 115.8331
143.554698 54.906 115.2791
143.920909 54.911 114.7259
144.287119 54.917 114.1736
144.653330 54.922 113.6221
145.019541 54.927 113.0714
145.385752 54.932 112.5216
145.751963 54.937 111.9727
146.118174 54.942 111.4245
146.484385 54.946 110.8773
146.850596 54.951 110.3308
147.216807 54.956 109.7853
147.583018 54.960 109.2407
147.949229 54.965 108.6968
148.315440 54.969 108.1539
148.681651 54.973 107.6118
149.047862 54.978 107.0706
149.414073 54.982 106.5302
149.780284 54.986 105.9908
150.146495 54.990 105.4522
150.512706 54.994 104.9145
150.878917 54.997 104.3776
151.245128 55.001 103.8417
151.611339 55.004 103.3066
151.977550 55.008 102.7725
152.343761 55.011 102.2393
152.709972 55.014 101.7069
153.076183 55.017 101.1754
153.442394 55.020 100.6448
153.808605 55.023 100.1151
154.174816 55.026 99.5864
154.541027 55.029 99.0585
154.907238 55.031 98.5316
155.273448 55.034 98.0055
155.639659 55.036 97.4803
156.005870 55.038 96.9561
156.372081 55.040 96.4328
156.738292 55.042 95.9105
157.104503 55.044 95.3890
157.470714 55.046 94.8684
157.836925 55.048 94.3488
158.203136 55.049 93.8302
158.569347 55.051 93.3124
158.935558 55.052 92.7956
159.301769 55.053 92.2797
159.667980 55.054 91.7648
160.034191 55.055 91.2508
160.400402 55.056 90.7377
160.766613 55.056 90.2256
161.132824 55.057 89.7144
161.499035 55.057 89.2043
161.865246 55.057 88.6949
162.231457 55.057 88.1867
162.597668 55.057 87.6794
162.963879 55.057 87.1730
163.330090 55.057 86.6675
163.696301 55.056 86.1631
164.062512 55.055 85.6596
164.428723 55.054 85.1572
164.794934 55.053 84.6556
165.161145 55.052 84.1551
165.527356 55.051 83.6555
165.893567 55.049 83.1569
166.259778 55.048 82.6593
166.625988 55.046 82.1627
