* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:49:37
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 110
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 44.606 -32.4641
20.507813 44.556 -33.0591
20.874023 44.509 -33.6540
21.240234 44.466 -34.2493
21.606445 44.426 -34.8446
21.972656 44.389 -35.4406
22.338867 44.355 -36.0367
22.705078 44.323 -36.6328
23.071289 44.294 -37.2293
23.437500 44.267 -37.8262
23.803711 44.241 -38.4232
24.169922 44.218 -39.0203
24.536133 44.197 -39.6181
24.902344 44.177 -40.2161
25.268555 44.159 -40.8143
25.634766 44.142 -41.4125
26.000977 44.127 -42.0114
26.367188 44.112 -42.6104
26.733399 44.099 -43.2099
27.099610 44.087 -43.8095
27.465821 44.075 -44.4094
27.832032 44.065 -45.0095
28.198243 44.055 -45.6100
28.564454 44.046 -46.2108
28.930665 44.038 -46.8119
29.296876 44.031 -47.4135
29.663087 44.023 -48.0151
30.029298 44.017 -48.6171
30.395509 44.011 -49.2194
30.761720 44.005 -49.8222
31.127931 44.000 -50.4253
31.494142 43.995 -51.0284
31.860353 43.990 -51.6322
32.226563 43.985 -52.2363
32.592774 43.981 -52.8407
32.958985 43.977 -53.4454
33.325196 43.973 -54.0503
33.691407 43.970 -54.6557
34.057618 43.966 -55.2613
34.423829 43.963 -55.8672
34.790040 43.959 -56.4738
35.156251 43.956 -57.0803
35.522462 43.952 -57.6875
35.888673 43.949 -58.2947
36.254884 43.945 -58.9026
36.621095 43.942 -59.5106
36.987306 43.939 -60.1192
37.353517 43.936 -60.7278
37.719728 43.933 -61.3371
38.085939 43.931 -61.9464
38.452150 43.928 -62.5564
38.818361 43.926 -63.1666
39.184572 43.923 -63.7771
39.550783 43.920 -64.3880
39.916994 43.918 -64.9993
40.283205 43.915 -65.6109
40.649416 43.912 -66.2228
41.015627 43.909 -66.8353
41.381838 43.906 -67.4480
41.748049 43.902 -68.0609
42.114260 43.899 -68.6742
42.480471 43.895 -69.2881
42.846682 43.892 -69.9022
43.212893 43.888 -70.5165
43.579103 43.885 -71.1312
43.945314 43.881 -71.7465
44.311525 43.878 -72.3622
44.677736 43.875 -72.9778
45.043947 43.873 -73.5941
45.410158 43.870 -74.2107
45.776369 43.868 -74.8277
46.142580 43.866 -75.4448
46.508791 43.865 -76.0623
46.875002 43.863 -76.6803
47.241213 43.863 -77.2988
47.607424 43.862 -77.9174
47.973635 43.862 -78.5363
48.339846 43.862 -79.1555
48.706057 43.862 -79.7751
49.072268 43.863 -80.3951
49.438479 43.864 -81.0154
49.804690 43.865 -81.6357
50.170901 43.867 -82.2569
50.537112 43.869 -82.8781
50.903323 43.870 -83.4998
51.269534 43.873 -84.1214
51.635745 43.875 -84.7437
52.001956 43.877 -85.3662
52.368167 43.880 -85.9889
52.734378 43.882 -86.6119
53.100589 43.885 -87.2354
53.466800 43.888 -87.8590
53.833011 43.890 -88.4830
54.199222 43.893 -89.1070
54.565432 43.895 -89.7318
54.931643 43.898 -90.3565
55.297854 43.900 -90.9815
55.664065 43.902 -91.6069
56.030276 43.903 -92.2325
56.396487 43.905 -92.8582
56.762698 43.906 -93.4846
57.128909 43.907 -94.1107
57.495120 43.908 -94.7374
57.861331 43.909 -95.3642
58.227542 43.910 -95.9912
58.593753 43.910 -96.6185
58.959964 43.911 -97.2459
59.326175 43.911 -97.8734
59.692386 43.912 -98.5013
60.058597 43.912 -99.1293
60.424808 43.913 -99.7579
60.791019 43.913 -100.3862
61.157230 43.914 -101.0148
61.523441 43.914 -101.6437
61.889652 43.914 -102.2725
62.255863 43.915 -102.9017
62.622074 43.916 -103.5309
62.988285 43.916 -104.1603
63.354496 43.917 -104.7900
63.720707 43.918 -105.4197
64.086918 43.919 -106.0494
64.453129 43.920 -106.6794
64.819340 43.921 -107.3094
65.185551 43.922 -107.9393
65.551762 43.924 -108.5696
65.917972 43.925 -109.1999
66.284183 43.927 -109.8301
66.650394 43.929 -110.4604
67.016605 43.932 -111.0909
67.382816 43.935 -111.7214
67.749027 43.938 -112.3518
68.115238 43.941 -112.9823
68.481449 43.944 -113.6130
68.847660 43.948 -114.2435
69.213871 43.952 -114.8740
69.580082 43.957 -115.5044
69.946293 43.961 -116.1351
70.312504 43.966 -116.7654
70.678715 43.971 -117.3958
71.044926 43.977 -118.0260
71.411137 43.983 -118.6563
71.777348 43.989 -119.2865
72.143559 43.995 -119.9165
72.509770 44.001 -120.5464
72.875981 44.008 -121.1765
73.242192 44.015 -121.8062
73.608403 44.022 -122.4357
73.974614 44.029 -123.0651
74.340825 44.037 -123.6946
74.707036 44.044 -124.3237
75.073247 44.052 -124.9527
75.439458 44.060 -125.5815
75.805669 44.068 -126.2100
76.171880 44.076 -126.8383
76.538091 44.084 -127.4665
76.904301 44.092 -128.0940
77.270512 44.101 -128.7219
77.636723 44.110 -129.3492
78.002934 44.118 -129.9763
78.369145 44.127 -130.6032
78.735356 44.136 -131.2297
79.101567 44.146 -131.8558
79.467778 44.155 -132.4817
79.833989 44.164 -133.1071
80.200200 44.174 -133.7324
80.566411 44.183 -134.3574
80.932622 44.193 -134.9817
81.298833 44.203 -135.6057
81.665044 44.213 -136.2295
82.031255 44.223 -136.8527
82.397466 44.233 -137.4756
82.763677 44.243 -138.0978
83.129888 44.253 -138.7198
83.496099 44.264 -139.3410
83.862310 44.274 -139.9621
84.228521 44.285 -140.5825
84.594732 44.296 -141.2027
84.960943 44.307 -141.8221
85.327154 44.318 -142.4410
85.693365 44.329 -143.0593
86.059576 44.340 -143.6773
86.425787 44.351 -144.2945
86.791998 44.363 -144.9111
87.158209 44.374 -145.5274
87.524420 44.386 -146.1428
87.890631 44.398 -146.7576
88.256841 44.410 -147.3718
88.623052 44.422 -147.9852
88.989263 44.434 -148.5983
89.355474 44.447 -149.2106
89.721685 44.459 -149.8222
90.087896 44.472 -150.4329
90.454107 44.485 -151.0430
90.820318 44.498 -151.6523
91.186529 44.511 -152.2612
91.552740 44.525 -152.8690
91.918951 44.538 -153.4763
92.285162 44.552 -154.0825
92.651373 44.567 -154.6882
93.017584 44.581 -155.2929
93.383795 44.595 -155.8969
93.750006 44.610 -156.5000
94.116217 44.625 -157.1022
94.482428 44.640 -157.7037
94.848639 44.655 -158.3044
95.214850 44.670 -158.9040
95.581061 44.686 -159.5027
95.947272 44.702 -160.1008
96.313483 44.718 -160.6977
96.679694 44.734 -161.2938
97.045905 44.750 -161.8889
97.412116 44.766 -162.4829
97.778327 44.782 -163.0763
98.144538 44.799 -163.6685
98.510749 44.816 -164.2598
98.876960 44.832 -164.8501
99.243170 44.849 -165.4392
99.609381 44.866 -166.0274
99.975592 44.883 -166.6147
100.341803 44.901 -167.2006
100.708014 44.918 -167.7859
101.074225 44.935 -168.3698
101.440436 44.953 -168.9529
101.806647 44.970 -169.5347
102.172858 44.988 -170.1154
102.539069 45.006 -170.6949
102.905280 45.024 -171.2735
103.271491 45.042 -171.8508
103.637702 45.060 -172.4271
104.003913 45.078 -173.0022
104.370124 45.096 -173.5760
104.736335 45.114 -174.1488
105.102546 45.133 -174.7204
105.468757 45.151 -175.2908
105.834968 45.169 -175.8600
106.201179 45.188 -176.4278
106.567390 45.206 -176.9945
106.933601 45.225 -177.5600
107.299812 45.244 -178.1243
107.666023 45.262 -178.6874
108.032234 45.281 -179.2489
108.398445 45.300 -179.8095
108.764656 45.319 179.6314
109.130867 45.338 179.0737
109.497078 45.357 178.5170
109.863289 45.375 177.9617
110.229500 45.394 177.4077
110.595710 45.413 176.8550
110.961921 45.433 176.3038
111.328132 45.452 175.7539
111.694343 45.471 175.2053
112.060554 45.490 174.6581
112.426765 45.509 174.1122
112.792976 45.528 173.5677
113.159187 45.547 173.0245
113.525398 45.566 172.4828
113.891609 45.585 171.9425
114.257820 45.604 171.4038
114.624031 45.624 170.8663
114.990242 45.643 170.3303
115.356453 45.662 169.7953
115.722664 45.681 169.2624
116.088875 45.700 168.7306
116.455086 45.719 168.2003
116.821297 45.739 167.6714
117.187508 45.758 167.1441
117.553719 45.777 166.6183
117.919930 45.796 166.0938
118.286141 45.815 165.5709
118.652352 45.834 165.0495
119.018563 45.854 164.5297
119.384774 45.873 164.0109
119.750985 45.892 163.4942
120.117196 45.911 162.9788
120.483407 45.930 162.4650
120.849618 45.949 161.9527
121.215829 45.968 161.4418
121.582040 45.988 160.9326
121.948250 46.007 160.4249
122.314461 46.026 159.9187
122.680672 46.045 159.4142
123.046883 46.064 158.9112
123.413094 46.083 158.4099
123.779305 46.102 157.9100
124.145516 46.121 157.4117
124.511727 46.140 156.9149
124.877938 46.159 156.4200
125.244149 46.178 155.9263
125.610360 46.197 155.4346
125.976571 46.216 154.9444
126.342782 46.235 154.4557
126.708993 46.254 153.9688
127.075204 46.273 153.4833
127.441415 46.292 152.9997
127.807626 46.311 152.5176
128.173837 46.330 152.0371
128.540048 46.349 151.5585
128.906259 46.367 151.0812
129.272470 46.386 150.6058
129.638681 46.405 150.1320
130.004892 46.423 149.6598
130.371103 46.442 149.1894
130.737314 46.461 148.7207
131.103525 46.479 148.2535
131.469736 46.498 147.7881
131.835947 46.516 147.3245
132.202158 46.535 146.8625
132.568369 46.553 146.4023
132.934579 46.571 145.9436
133.300790 46.590 145.4867
133.667001 46.608 145.0316
134.033212 46.626 144.5781
134.399423 46.644 144.1265
134.765634 46.662 143.6765
135.131845 46.680 143.2283
135.498056 46.698 142.7819
135.864267 46.716 142.3371
136.230478 46.734 141.8942
136.596689 46.752 141.4530
136.962900 46.770 141.0135
137.329111 46.788 140.5759
137.695322 46.805 140.1400
138.061533 46.823 139.7059
138.427744 46.841 139.2736
138.793955 46.858 138.8429
139.160166 46.876 138.4143
139.526377 46.893 137.9875
139.892588 46.910 137.5621
140.258799 46.928 137.1389
140.625010 46.945 136.7174
140.991221 46.962 136.2977
141.357432 46.979 135.8799
141.723643 46.996 135.4639
142.089854 47.013 135.0497
142.456065 47.030 134.6374
142.822276 47.047 134.2267
143.188487 47.064 133.8182
143.554698 47.080 133.4113
143.920909 47.097 133.0064
144.287119 47.113 132.6034
144.653330 47.130 132.2021
145.019541 47.146 131.8029
145.385752 47.163 131.4055
145.751963 47.179 131.0099
146.118174 47.195 130.6163
146.484385 47.211 130.2246
146.850596 47.227 129.8347
147.216807 47.243 129.4470
147.583018 47.259 129.0609
147.949229 47.275 128.6769
148.315440 47.290 128.2948
148.681651 47.306 127.9145
149.047862 47.321 127.5363
149.414073 47.337 127.1602
149.780284 47.352 126.7859
150.146495 47.367 126.4136
150.512706 47.382 126.0431
150.878917 47.397 125.6747
151.245128 47.412 125.3083
151.611339 47.427 124.9440
151.977550 47.442 124.5817
152.343761 47.456 124.2211
152.709972 47.471 123.8629
153.076183 47.485 123.5066
153.442394 47.500 123.1523
153.808605 47.514 122.8000
154.174816 47.528 122.4497
154.541027 47.542 122.1015
154.907238 47.556 121.7555
155.273448 47.570 121.4116
155.639659 47.584 121.0697
156.005870 47.598 120.7300
156.372081 47.611 120.3920
156.738292 47.625 120.0565
157.104503 47.638 119.7229
157.470714 47.652 119.3916
157.836925 47.665 119.0623
158.203136 47.678 118.7352
158.569347 47.691 118.4103
158.935558 47.704 118.0875
159.301769 47.717 117.7668
159.667980 47.729 117.4484
160.034191 47.742 117.1322
160.400402 47.755 116.8180
160.766613 47.767 116.5063
161.132824 47.779 116.1966
161.499035 47.792 115.8892
161.865246 47.804 115.5841
162.231457 47.816 115.2811
162.597668 47.828 114.9806
162.963879 47.840 114.6822
163.330090 47.851 114.3861
163.696301 47.863 114.0923
164.062512 47.875 113.8009
164.428723 47.886 113.5117
164.794934 47.897 113.2249
165.161145 47.909 112.9403
165.527356 47.920 112.6584
165.893567 47.931 112.3786
166.259778 47.942 112.1010
