* Measurement data measured by REW V5.20.13
* Source: EXCL: Microfoon (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0,540
* Format: 1M Log Swept Sine, 1 sweep at -9,0 dBFS with no timing reference
* Dated: 18-mrt-2023 16:54:59
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.9m hoogte 4,9ms window; 
* Measurement: hor 180
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 39.679 162.0161
20.507813 39.412 161.5563
20.874023 39.140 161.0830
21.240234 38.862 160.5942
21.606445 38.577 160.0888
21.972656 38.284 159.5641
22.338867 37.983 159.0184
22.705078 37.671 158.4502
23.071289 37.349 157.8557
23.437500 37.016 157.2320
23.803711 36.669 156.5748
24.169922 36.307 155.8804
24.536133 35.930 155.1448
24.902344 35.535 154.3586
25.268555 35.121 153.5168
25.634766 34.685 152.6097
26.000977 34.225 151.6251
26.367188 33.739 150.5508
26.733399 33.223 149.3661
27.099610 32.673 148.0536
27.465821 32.087 146.5845
27.832032 31.459 144.9197
28.198243 30.784 143.0129
28.564454 30.056 140.8005
28.930665 29.269 138.1992
29.296876 28.417 135.0829
29.663087 27.496 131.2946
30.029298 26.504 126.5965
30.395509 25.451 120.6777
30.761720 24.371 113.1113
31.127931 23.338 103.4520
31.494142 22.492 91.4035
31.860353 22.029 77.3043
32.226563 22.101 62.4449
32.592774 22.694 48.5936
32.958985 23.639 36.9037
33.325196 24.746 27.5796
33.691407 25.885 20.2906
34.057618 26.988 14.5763
34.423829 28.029 10.0285
34.790040 28.998 6.3505
35.156251 29.898 3.3218
35.522462 30.733 0.7835
35.888673 31.509 -1.3804
36.254884 32.232 -3.2501
36.621095 32.910 -4.8831
36.987306 33.545 -6.3303
37.353517 34.143 -7.6255
37.719728 34.708 -8.7936
38.085939 35.242 -9.8570
38.452150 35.750 -10.8318
38.818361 36.232 -11.7326
39.184572 36.692 -12.5691
39.550783 37.131 -13.3504
39.916994 37.551 -14.0835
40.283205 37.954 -14.7764
40.649416 38.340 -15.4318
41.015627 38.712 -16.0552
41.381838 39.069 -16.6500
41.748049 39.414 -17.2194
42.114260 39.746 -17.7667
42.480471 40.067 -18.2926
42.846682 40.378 -18.8012
43.212893 40.679 -19.2931
43.579103 40.970 -19.7704
43.945314 41.253 -20.2331
44.311525 41.527 -20.6841
44.677736 41.794 -21.1237
45.043947 42.054 -21.5532
45.410158 42.307 -21.9734
45.776369 42.554 -22.3843
46.142580 42.794 -22.7875
46.508791 43.029 -23.1837
46.875002 43.258 -23.5725
47.241213 43.481 -23.9554
47.607424 43.700 -24.3322
47.973635 43.914 -24.7038
48.339846 44.123 -25.0696
48.706057 44.328 -25.4315
49.072268 44.529 -25.7891
49.438479 44.725 -26.1423
49.804690 44.918 -26.4917
50.170901 45.107 -26.8373
50.537112 45.292 -27.1799
50.903323 45.473 -27.5194
51.269534 45.651 -27.8559
51.635745 45.826 -28.1897
52.001956 45.997 -28.5208
52.368167 46.165 -28.8498
52.734378 46.330 -29.1761
53.100589 46.491 -29.5005
53.466800 46.650 -29.8230
53.833011 46.806 -30.1438
54.199222 46.958 -30.4626
54.565432 47.108 -30.7798
54.931643 47.255 -31.0955
55.297854 47.399 -31.4101
55.664065 47.541 -31.7227
56.030276 47.679 -32.0343
56.396487 47.815 -32.3447
56.762698 47.948 -32.6543
57.128909 48.079 -32.9627
57.495120 48.207 -33.2697
57.861331 48.333 -33.5764
58.227542 48.457 -33.8820
58.593753 48.578 -34.1866
58.959964 48.697 -34.4906
59.326175 48.814 -34.7940
59.692386 48.929 -35.0969
60.058597 49.041 -35.3990
60.424808 49.152 -35.7005
60.791019 49.261 -36.0018
61.157230 49.368 -36.3025
61.523441 49.473 -36.6027
61.889652 49.577 -36.9024
62.255863 49.678 -37.2023
62.622074 49.778 -37.5015
62.988285 49.877 -37.8005
63.354496 49.973 -38.0992
63.720707 50.069 -38.3979
64.086918 50.162 -38.6964
64.453129 50.254 -38.9946
64.819340 50.345 -39.2928
65.185551 50.434 -39.5909
65.551762 50.522 -39.8891
65.917972 50.608 -40.1871
66.284183 50.693 -40.4853
66.650394 50.777 -40.7835
67.016605 50.860 -41.0818
67.382816 50.941 -41.3800
67.749027 51.022 -41.6784
68.115238 51.101 -41.9770
68.481449 51.179 -42.2759
68.847660 51.256 -42.5747
69.213871 51.331 -42.8737
69.580082 51.406 -43.1733
69.946293 51.480 -43.4728
70.312504 51.553 -43.7726
70.678715 51.624 -44.0728
71.044926 51.695 -44.3733
71.411137 51.764 -44.6743
71.777348 51.833 -44.9753
72.143559 51.900 -45.2769
72.509770 51.967 -45.5790
72.875981 52.032 -45.8814
73.242192 52.097 -46.1843
73.608403 52.160 -46.4875
73.974614 52.222 -46.7914
74.340825 52.284 -47.0956
74.707036 52.344 -47.4005
75.073247 52.403 -47.7058
75.439458 52.461 -48.0117
75.805669 52.519 -48.3183
76.171880 52.575 -48.6254
76.538091 52.630 -48.9331
76.904301 52.684 -49.2415
77.270512 52.737 -49.5506
77.636723 52.789 -49.8602
78.002934 52.840 -50.1706
78.369145 52.891 -50.4818
78.735356 52.940 -50.7938
79.101567 52.988 -51.1063
79.467778 53.035 -51.4198
79.833989 53.082 -51.7340
80.200200 53.127 -52.0492
80.566411 53.171 -52.3651
80.932622 53.215 -52.6818
81.298833 53.257 -52.9996
81.665044 53.299 -53.3181
82.031255 53.339 -53.6377
82.397466 53.379 -53.9581
82.763677 53.417 -54.2796
83.129888 53.455 -54.6022
83.496099 53.492 -54.9256
83.862310 53.528 -55.2501
84.228521 53.563 -55.5758
84.594732 53.597 -55.9025
84.960943 53.630 -56.2303
85.327154 53.662 -56.5592
85.693365 53.694 -56.8893
86.059576 53.724 -57.2207
86.425787 53.754 -57.5532
86.791998 53.783 -57.8870
87.158209 53.811 -58.2221
87.524420 53.838 -58.5586
87.890631 53.864 -58.8962
88.256841 53.889 -59.2351
88.623052 53.914 -59.5756
88.989263 53.938 -59.9177
89.355474 53.960 -60.2609
89.721685 53.982 -60.6057
90.087896 54.004 -60.9520
90.454107 54.024 -61.2999
90.820318 54.044 -61.6492
91.186529 54.063 -62.0003
91.552740 54.081 -62.3530
91.918951 54.099 -62.7074
92.285162 54.115 -63.0633
92.651373 54.131 -63.4210
93.017584 54.147 -63.7807
93.383795 54.161 -64.1421
93.750006 54.175 -64.5053
94.116217 54.188 -64.8704
94.482428 54.200 -65.2374
94.848639 54.211 -65.6066
95.214850 54.222 -65.9776
95.581061 54.232 -66.3506
95.947272 54.241 -66.7259
96.313483 54.249 -67.1033
96.679694 54.256 -67.4827
97.045905 54.263 -67.8644
97.412116 54.269 -68.2485
97.778327 54.274 -68.6350
98.144538 54.279 -69.0237
98.510749 54.282 -69.4150
98.876960 54.285 -69.8086
99.243170 54.287 -70.2049
99.609381 54.288 -70.6036
99.975592 54.288 -71.0051
100.341803 54.288 -71.4092
100.708014 54.286 -71.8163
101.074225 54.284 -72.2260
101.440436 54.281 -72.6387
101.806647 54.277 -73.0543
102.172858 54.273 -73.4729
102.539069 54.267 -73.8945
102.905280 54.261 -74.3195
103.271491 54.254 -74.7475
103.637702 54.246 -75.1792
104.003913 54.237 -75.6137
104.370124 54.227 -76.0519
104.736335 54.217 -76.4936
105.102546 54.205 -76.9391
105.468757 54.193 -77.3881
105.834968 54.180 -77.8408
106.201179 54.166 -78.2975
106.567390 54.151 -78.7582
106.933601 54.136 -79.2227
107.299812 54.119 -79.6916
107.666023 54.102 -80.1647
108.032234 54.084 -80.6420
108.398445 54.064 -81.1237
108.764656 54.045 -81.6099
109.130867 54.024 -82.1010
109.497078 54.002 -82.5968
109.863289 53.980 -83.0973
110.229500 53.956 -83.6029
110.595710 53.932 -84.1134
110.961921 53.907 -84.6295
111.328132 53.881 -85.1505
111.694343 53.854 -85.6773
112.060554 53.827 -86.2096
112.426765 53.798 -86.7478
112.792976 53.769 -87.2916
113.159187 53.739 -87.8418
113.525398 53.708 -88.3979
113.891609 53.676 -88.9605
114.257820 53.643 -89.5294
114.624031 53.609 -90.1052
114.990242 53.575 -90.6877
115.356453 53.540 -91.2772
115.722664 53.504 -91.8739
116.088875 53.467 -92.4778
116.455086 53.429 -93.0892
116.821297 53.390 -93.7084
117.187508 53.351 -94.3354
117.553719 53.311 -94.9706
117.919930 53.270 -95.6139
118.286141 53.229 -96.2660
118.652352 53.187 -96.9265
119.018563 53.144 -97.5961
119.384774 53.100 -98.2748
119.750985 53.056 -98.9628
120.117196 53.011 -99.6604
120.483407 52.965 -100.3676
120.849618 52.919 -101.0850
121.215829 52.872 -101.8130
121.582040 52.824 -102.5511
121.948250 52.776 -103.3001
122.314461 52.728 -104.0601
122.680672 52.679 -104.8315
123.046883 52.629 -105.6141
123.413094 52.579 -106.4088
123.779305 52.529 -107.2153
124.145516 52.478 -108.0345
124.511727 52.427 -108.8657
124.877938 52.376 -109.7100
125.244149 52.324 -110.5674
125.610360 52.273 -111.4382
125.976571 52.221 -112.3224
126.342782 52.169 -113.2206
126.708993 52.117 -114.1330
127.075204 52.065 -115.0597
127.441415 52.013 -116.0006
127.807626 51.961 -116.9568
128.173837 51.909 -117.9279
128.540048 51.858 -118.9142
128.906259 51.807 -119.9160
129.272470 51.757 -120.9333
129.638681 51.707 -121.9664
130.004892 51.657 -123.0158
130.371103 51.609 -124.0807
130.737314 51.561 -125.1623
131.103525 51.514 -126.2600
131.469736 51.468 -127.3741
131.835947 51.423 -128.5045
132.202158 51.379 -129.6512
132.568369 51.336 -130.8144
132.934579 51.295 -131.9938
133.300790 51.256 -133.1892
133.667001 51.218 -134.4010
134.033212 51.181 -135.6282
134.399423 51.147 -136.8714
134.765634 51.114 -138.1297
135.131845 51.084 -139.4032
135.498056 51.056 -140.6913
135.864267 51.030 -141.9938
136.230478 51.006 -143.3099
136.596689 50.985 -144.6394
136.962900 50.967 -145.9812
137.329111 50.952 -147.3356
137.695322 50.939 -148.7010
138.061533 50.929 -150.0772
138.427744 50.922 -151.4635
138.793955 50.919 -152.8587
139.160166 50.918 -154.2624
139.526377 50.921 -155.6735
139.892588 50.927 -157.0910
140.258799 50.936 -158.5140
140.625010 50.949 -159.9416
140.991221 50.966 -161.3728
141.357432 50.985 -162.8066
141.723643 51.009 -164.2419
142.089854 51.036 -165.6777
142.456065 51.066 -167.1129
142.822276 51.100 -168.5463
143.188487 51.137 -169.9776
143.554698 51.178 -171.4049
143.920909 51.222 -172.8280
144.287119 51.269 -174.2453
144.653330 51.320 -175.6562
145.019541 51.374 -177.0597
145.385752 51.431 -178.4550
145.751963 51.492 -179.8411
146.118174 51.555 178.7824
146.484385 51.621 177.4164
146.850596 51.690 176.0618
147.216807 51.761 174.7189
147.583018 51.836 173.3886
147.949229 51.912 172.0712
148.315440 51.991 170.7672
148.681651 52.073 169.4774
149.047862 52.156 168.2018
149.414073 52.242 166.9406
149.780284 52.329 165.6946
150.146495 52.418 164.4637
150.512706 52.509 163.2482
150.878917 52.601 162.0482
151.245128 52.695 160.8636
151.611339 52.791 159.6951
151.977550 52.887 158.5421
152.343761 52.985 157.4050
152.709972 53.084 156.2835
153.076183 53.183 155.1779
153.442394 53.284 154.0879
153.808605 53.385 153.0134
154.174816 53.487 151.9541
154.541027 53.590 150.9104
154.907238 53.693 149.8817
155.273448 53.796 148.8676
155.639659 53.900 147.8684
156.005870 54.005 146.8838
156.372081 54.109 145.9134
156.738292 54.214 144.9571
157.104503 54.318 144.0145
157.470714 54.423 143.0857
157.836925 54.528 142.1700
158.203136 54.633 141.2675
158.569347 54.738 140.3777
158.935558 54.842 139.5006
159.301769 54.946 138.6357
159.667980 55.050 137.7828
160.034191 55.154 136.9417
160.400402 55.258 136.1122
160.766613 55.361 135.2938
161.132824 55.464 134.4864
161.499035 55.566 133.6898
161.865246 55.668 132.9035
162.231457 55.770 132.1275
162.597668 55.871 131.3615
162.963879 55.971 130.6052
163.330090 56.071 129.8584
163.696301 56.171 129.1207
164.062512 56.269 128.3920
164.428723 56.368 127.6721
164.794934 56.465 126.9608
